time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2010-06-15T04:29:55.510Z,32.7293333,-115.9596667,5.518,3.79,ml,29,127,0.1313,0.15,ci,ci14745588,2017-02-08T02:58:30.812Z,"3km ESE of Ocotillo, CA",earthquake,0.49,31.61,0.079,12,reviewed,ci,ci
2010-06-15T04:26:58.240Z,32.705,-115.9113333,8.756,5.71,mw,45,71,0.05832,0.2,ci,ci14745580,2022-05-02T21:59:43.491Z,"8km ESE of Ocotillo, CA",earthquake,0.41,0.83,,6,reviewed,ci,ci
2010-06-15T03:58:57.460Z,32.6533333,-115.7508333,3.243,3.21,ml,29,146,0.02101,0.14,ci,ci14745564,2016-03-10T13:47:12.804Z,"18km WNW of Progreso, B.C., MX",earthquake,0.44,0.75,0.137,63,reviewed,ci,ci
2010-06-14T21:33:56.500Z,34.865,-97.676,5,3.1,md,33,47.8,,,us,usp000hdzj,2017-06-26T21:19:43.493Z,"3 km ESE of Bradley, Oklahoma",earthquake,,,,,reviewed,tul,tul
2010-06-13T20:42:59.390Z,32.7001667,-115.9235,3.936,3.52,ml,31,64,0.009805,0.22,ci,ci10702645,2016-03-10T23:35:58.894Z,"8km ESE of Ocotillo, CA",earthquake,0.45,0.92,0.193,62,reviewed,ci,ci
2010-06-13T20:42:41.870Z,32.7055,-115.9201667,3.143,3.03,ml,43,34,0.01582,0.15,ci,ci10702637,2016-03-10T01:52:17.940Z,"8km ESE of Ocotillo, CA",earthquake,0.23,0.68,0.142,15,reviewed,ci,ci
2010-06-13T18:04:31.167Z,39.058,-115.5987,0,3.5,ml,7,245.58,0.709,0.1467,nn,nn00312475,2018-06-13T20:56:08.515Z,"Nevada",earthquake,,0,0.26,5,reviewed,nn,nn
2010-06-13T03:09:20.360Z,33.392,-116.3946667,4.196,4.23,ml,27,82,0.1249,0.32,ci,ci10701413,2016-03-10T12:17:53.816Z,"15km N of Borrego Springs, CA",earthquake,0.5,27.33,0.12,57,reviewed,ci,ci
2010-06-13T03:08:57.090Z,33.3833333,-116.4158333,11.156,4.45,mw,85,19,0.1148,0.26,ci,ci10701405,2020-05-02T02:35:24.153Z,"15km NNW of Borrego Springs, CA",earthquake,0.22,0.6,,5,reviewed,ci,ci
2010-06-11T11:06:14.710Z,41.7051667,-111.076,-1.23,3.03,ml,25,88,0.2747,0.12,uu,uu50409925,2019-05-14T15:52:25.357Z,"9 km ENE of Randolph, Utah",earthquake,0.3,2.08,,12,reviewed,uu,uu
2010-06-09T11:02:06.510Z,32.6956667,-115.8948333,7.533,3.1,ml,39,42,0.02901,0.21,ci,ci14740244,2016-03-10T09:20:54.708Z,"10km ESE of Ocotillo, CA",earthquake,0.35,0.67,0.141,107,reviewed,ci,ci
2010-06-04T18:06:35.810Z,32.5891667,-115.7166667,4.863,3.44,ml,38,137,0.06055,0.15,ci,ci14734828,2016-03-10T18:28:41.809Z,"12km W of Progreso, B.C., MX",earthquake,0.42,0.72,0.163,152,reviewed,ci,ci
2010-06-03T18:10:03.780Z,32.7006667,-115.907,7.635,4.09,ml,40,69,0.02061,0.17,ci,ci14733516,2020-05-02T02:34:33.540Z,"9km ESE of Ocotillo, CA",earthquake,0.37,0.83,0.141,189,reviewed,ci,ci
2010-06-03T14:15:48.880Z,33.2515,-116.0488333,5.349,3.07,ml,74,24,0.05998,0.24,ci,ci14733300,2016-03-10T20:13:57.859Z,"10km WSW of Salton City, CA",earthquake,0.26,0.8,0.152,289,reviewed,ci,ci
2010-06-03T12:25:02.930Z,40.0863333,-76.9736667,1.5,3.05,md,14,138,0.5025,0.35,ld,ld2010060301,2021-05-13T21:58:02.977Z,"4 km ENE of Franklintown, Pennsylvania",earthquake,0.68,31.61,0.15,,reviewed,ld,ld
2010-06-03T08:44:13.790Z,33.5048333,-116.4626667,5.427,3.18,ml,62,24,0.03601,0.2,ci,ci14733020,2016-03-10T23:33:36.880Z,"20km ESE of Anza, CA",earthquake,0.21,0.77,0.149,365,reviewed,ci,ci
2010-05-30T02:34:01.980Z,36.5485,-89.716,9.2,3.1,md,39,50,0.04211,0.07,nm,nm607341,2016-04-08T14:27:12.910Z,"7 km S of Catron, Missouri",earthquake,0.2,0.6,0.144,18,reviewed,nm,nm
2010-05-29T14:50:00.440Z,32.7273333,-115.8721667,6.945,3.83,ml,46,56,0.05972,0.22,ci,ci14727396,2016-03-10T23:32:30.069Z,"11km E of Ocotillo, CA",earthquake,0.33,0.89,0.151,165,reviewed,ci,ci
2010-05-27T19:43:11.060Z,37.012,-104.906,5,3.6,ml,39,30.1,,1.04,us,usp000hd8p,2014-11-07T01:41:33.393Z,"14 km SSW of Weston, Colorado",earthquake,,,,,reviewed,us,us
2010-05-27T13:37:07.880Z,32.6543333,-115.7455,3.663,3.35,ml,41,125,0.01688,0.18,ci,ci14725364,2016-03-10T07:50:26.765Z,"17km WNW of Progreso, B.C., MX",earthquake,0.41,0.57,0.192,125,reviewed,ci,ci
2010-05-27T06:16:55.800Z,41.703,-111.0783333,-2.6,3.1,ml,21,88,0.2724,0.19,uu,uu50409265,2019-06-28T18:48:43.605Z,"9 km ENE of Randolph, Utah",earthquake,0.52,2.68,,15,reviewed,uu,uu
2010-05-25T19:49:51.570Z,32.6076667,-115.7356667,9.173,3.06,ml,38,133,0.04228,0.16,ci,ci14722972,2016-03-10T03:18:47.024Z,"14km WNW of Progreso, B.C., MX",earthquake,0.37,0.35,0.233,102,reviewed,ci,ci
2010-05-25T08:22:58.010Z,33.268,-109.198,5,3,ml,18,113.6,,0.72,us,usp000hd57,2014-11-07T01:41:32.753Z,"25 km NNE of Clifton, Arizona",earthquake,,,,,reviewed,us,us
2010-05-24T23:53:42.800Z,33.273,-109.252,5,3.6,ml,30,74.6,,0.86,us,usp000hd4y,2014-11-07T01:41:32.681Z,"24 km NNE of Morenci, Arizona",earthquake,,,,,reviewed,us,us
2010-05-24T07:27:07.760Z,33.298,-109.231,5,3.6,mwr,24,105.2,,0.78,us,usp000hd45,2015-03-24T02:05:12.028Z,"27 km NNE of Morenci, Arizona",earthquake,,,,,reviewed,us,us
2010-05-24T05:21:07.140Z,32.669,-115.8223333,10.535,4.15,ml,46,69,0.01707,0.19,ci,ci14720724,2020-05-02T02:33:03.240Z,"18km ESE of Ocotillo, CA",earthquake,0.32,0.55,0.167,162,reviewed,ci,ci
2010-05-23T18:17:34.100Z,32.7123333,-115.875,8.285,3.07,ml,36,96,0.04997,0.2,ci,ci14720308,2016-03-10T09:16:59.640Z,"11km ESE of Ocotillo, CA",earthquake,0.29,0.59,0.182,111,reviewed,ci,ci
2010-05-23T00:25:22.100Z,32.6106667,-115.7593333,5.503,3.05,ml,34,134,0.04754,0.15,ci,ci14719524,2016-03-10T07:49:20.324Z,"17km WNW of Progreso, B.C., MX",earthquake,0.39,0.75,0.168,107,reviewed,ci,ci
2010-05-22T20:15:52.900Z,32.6128333,-115.7496667,7.993,3.89,ml,39,133,0.04136,0.16,ci,ci14719124,2016-03-10T09:16:47.665Z,"16km WNW of Progreso, B.C., MX",earthquake,0.39,0.49,0.144,191,reviewed,ci,ci
2010-05-22T19:57:39.460Z,32.605,-115.734,3.643,3.03,ml,34,133,0.04467,0.25,ci,ci14719076,2016-03-10T01:47:47.458Z,"14km W of Progreso, B.C., MX",earthquake,0.52,0.84,0.169,121,reviewed,ci,ci
2010-05-22T17:59:46.020Z,32.616,-115.7643333,6.393,3.5,ml,36,133,0.04615,0.16,ci,ci14718836,2016-03-10T13:42:42.606Z,"17km WNW of Progreso, B.C., MX",earthquake,0.43,0.71,0.174,158,reviewed,ci,ci
2010-05-22T17:37:50.060Z,32.6295,-115.7711667,8.913,3.19,ml,25,182,0.04045,0.11,ci,ci14718772,2016-03-10T16:49:23.266Z,"18km WNW of Progreso, B.C., MX",earthquake,0.57,0.43,0.147,48,reviewed,ci,ci
2010-05-22T17:33:17.900Z,32.6243333,-115.7683333,7.493,4.6,mw,32,131,0.04329,0.14,ci,ci14718764,2020-05-02T02:32:44.610Z,"18km WNW of Progreso, B.C., MX",earthquake,0.56,0.76,,6,reviewed,ci,ci
2010-05-22T17:30:58.170Z,32.6168333,-115.7563333,8.073,4.9,mw,38,132,0.0411,0.17,ci,ci14718756,2022-05-02T21:56:46.062Z,"17km WNW of Progreso, B.C., MX",earthquake,0.54,0.69,,0,reviewed,ci,ci
2010-05-22T04:53:18.630Z,32.7156667,-115.9476667,9.019,4.03,ml,35,75,0.02888,0.17,ci,ci14718212,2016-03-10T00:19:04.260Z,"5km ESE of Ocotillo, CA",earthquake,0.3,0.58,0.18,195,reviewed,ci,ci
2010-05-22T04:28:58.830Z,32.6593333,-115.815,9.505,3.15,ml,27,133,0.01112,0.14,ci,ci14718172,2016-03-10T12:13:47.867Z,"19km ESE of Ocotillo, CA",earthquake,0.38,0.36,0.182,120,reviewed,ci,ci
2010-05-22T02:11:34.840Z,32.658,-115.8145,9.255,3.05,ml,30,118,0.01064,0.15,ci,ci14718124,2016-03-10T23:30:40.346Z,"19km ESE of Ocotillo, CA",earthquake,0.41,0.35,0.152,104,reviewed,ci,ci
2010-05-20T10:28:09.110Z,32.6731667,-115.8601667,7.055,3.42,ml,32,119,0.03643,0.16,ci,ci14715684,2016-03-10T07:48:40.226Z,"14km ESE of Ocotillo, CA",earthquake,0.33,0.68,0.126,155,reviewed,ci,ci
2010-05-20T09:42:25.260Z,32.6801667,-115.8583333,6.475,3.19,ml,26,105,0.03976,0.11,ci,ci14715564,2016-03-10T03:17:30.153Z,"14km ESE of Ocotillo, CA",earthquake,0.35,0.83,0.153,133,reviewed,ci,ci
2010-05-20T09:26:25.860Z,32.6771667,-115.8558333,5.745,4.15,mw,37,109,0.03616,0.15,ci,ci14715540,2020-05-02T02:32:24.399Z,"14km ESE of Ocotillo, CA",earthquake,0.37,1.24,,5,reviewed,ci,ci
2010-05-20T09:22:39.940Z,32.6736667,-115.8566667,6.575,3.35,ml,29,117,0.03438,0.16,ci,ci14715524,2016-03-10T06:22:57.819Z,"14km ESE of Ocotillo, CA",earthquake,0.38,0.87,0.129,147,reviewed,ci,ci
2010-05-20T08:59:34.410Z,32.6721667,-115.8523333,6.575,3.68,ml,36,112,0.03061,0.16,ci,ci14715500,2016-03-10T03:17:25.678Z,"15km ESE of Ocotillo, CA",earthquake,0.37,0.83,0.123,186,reviewed,ci,ci
2010-05-19T14:39:26.430Z,32.6453333,-115.7415,5.195,4.04,ml,37,127,0.01336,0.19,ci,ci10673037,2020-05-02T02:32:03.716Z,"16km WNW of Progreso, B.C., MX",earthquake,0.51,1.01,0.175,192,reviewed,ci,ci
2010-05-19T07:23:06.790Z,32.6675,-115.8258333,8.963,3.65,ml,43,68,0.01545,0.23,ci,ci10672573,2016-03-10T13:41:49.791Z,"17km ESE of Ocotillo, CA",earthquake,0.5,0.54,0.127,139,reviewed,ci,ci
2010-05-19T07:21:34.700Z,32.9938333,-116.3521667,8.834,3.48,ml,74,56,0.1145,0.19,ci,ci10672565,2016-03-10T00:18:15.433Z,"25km ESE of Julian, CA",earthquake,0.2,0.68,0.136,189,reviewed,ci,ci
2010-05-19T00:38:59.780Z,32.6601667,-115.8253333,8.913,4.53,mw,32,80,0.008128,0.18,ci,ci10671989,2020-05-02T02:31:39.743Z,"18km ESE of Ocotillo, CA",earthquake,0.55,0.61,,0,reviewed,ci,ci
2010-05-18T08:10:00.350Z,33.8326667,-115.5703333,1.004,3.54,ml,61,54,0.1374,0.22,ci,ci10671165,2016-03-10T00:17:52.934Z,"20km NW of Desert Center, CA",earthquake,0.25,0.72,0.13,389,reviewed,ci,ci
2010-05-17T13:13:03.920Z,32.7075,-115.9105,8.46,3.58,ml,50,34,0.02228,0.19,ci,ci10670413,2016-03-10T12:12:54.135Z,"8km ESE of Ocotillo, CA",earthquake,0.31,0.54,0.157,176,reviewed,ci,ci
2010-05-17T05:09:04.730Z,32.6626667,-115.7258333,8.605,3.49,ml,39,64,0.01331,0.17,ci,ci10669861,2016-03-10T00:17:28.723Z,"16km NW of Progreso, B.C., MX",earthquake,0.31,0.42,0.141,169,reviewed,ci,ci
2010-05-14T23:41:06.280Z,32.6645,-115.8495,7.023,3.47,ml,38,113,0.02416,0.16,ci,ci10666413,2016-03-10T09:14:34.663Z,"16km ESE of Ocotillo, CA",earthquake,0.32,0.6,0.163,164,reviewed,ci,ci
2010-05-14T12:29:02.700Z,32.6066667,-115.7536667,8.335,3.28,ml,33,172,0.04837,0.2,ci,ci10665693,2016-03-10T20:07:12.677Z,"16km W of Progreso, B.C., MX",earthquake,0.65,0.47,0.182,148,reviewed,ci,ci
2010-05-14T05:11:07.870Z,32.7038333,-115.861,4.8,3.92,ml,36,46,0.05855,0.18,ci,ci10665173,2016-03-10T00:16:38.930Z,"13km ESE of Ocotillo, CA",earthquake,0.28,0.62,0.13,197,reviewed,ci,ci
2010-05-14T04:55:34.520Z,32.6933333,-115.8658333,6.503,3.1,ml,31,53,0.04809,0.18,ci,ci10665149,2016-03-10T20:07:00.119Z,"13km ESE of Ocotillo, CA",earthquake,0.39,1.23,0.15,131,reviewed,ci,ci
2010-05-12T13:33:23.830Z,32.7216667,-115.8745,5.18,3.61,ml,60,35,0.05486,0.2,ci,ci10662837,2016-03-10T23:28:00.043Z,"11km E of Ocotillo, CA",earthquake,0.25,0.99,0.177,180,reviewed,ci,ci
2010-05-11T13:22:48.500Z,32.6005,-115.7545,2.575,3.3,ml,39,135,0.05417,0.23,ci,ci10661685,2016-03-10T20:06:12.553Z,"16km W of Progreso, B.C., MX",earthquake,0.45,0.67,0.156,135,reviewed,ci,ci
2010-05-09T03:33:43.970Z,32.6726667,-115.8121667,6.363,4.05,ml,52,88,0.02324,0.21,ci,ci10658421,2020-05-02T02:30:49.979Z,"18km ESE of Ocotillo, CA",earthquake,0.32,0.67,0.135,207,reviewed,ci,ci
2010-05-08T22:32:26.980Z,32.7076667,-115.8766667,3.25,3.22,ml,41,41,0.0469,0.18,ci,ci10658109,2016-03-10T09:13:08.491Z,"11km ESE of Ocotillo, CA",earthquake,0.28,0.83,0.148,150,reviewed,ci,ci
2010-05-08T19:52:58.590Z,32.6773333,-115.8011667,7.525,3.34,ml,45,98,0.03067,0.23,ci,ci10657789,2016-03-10T00:15:20.252Z,"19km ESE of Ocotillo, CA",earthquake,0.31,0.5,0.172,168,reviewed,ci,ci
2010-05-08T18:46:27.460Z,32.6755,-115.8101667,2.383,4.69,mw,43,88,0.02652,0.18,ci,ci10657549,2020-05-02T02:30:06.855Z,"18km ESE of Ocotillo, CA",earthquake,0.32,0.52,,6,reviewed,ci,ci
2010-05-08T18:33:10.750Z,32.6815,-115.7971667,5.955,4.8,mw,54,97,0.02883,0.24,ci,ci10657533,2022-05-02T21:55:03.835Z,"19km ESE of Ocotillo, CA",earthquake,0.37,31.61,,0,reviewed,ci,ci
2010-05-08T18:31:17.190Z,32.7438333,-115.8231667,9.327,3.28,ml,58,35,0.04747,0.2,ci,ci10657525,2016-03-10T07:45:24.215Z,"16km E of Ocotillo, CA",earthquake,0.22,0.39,0.196,149,reviewed,ci,ci
2010-05-08T13:47:03.380Z,33.2666667,-116.0476667,3.389,3.4,ml,84,23,0.05349,0.16,ci,ci10657237,2016-03-10T00:15:11.250Z,"9km WSW of Salton City, CA",earthquake,0.19,0.8,0.125,187,reviewed,ci,ci
2010-05-08T11:49:20.570Z,32.5663333,-115.6668333,9.433,3.46,ml,34,139,0.09683,0.17,ci,ci10657125,2016-03-10T09:12:56.554Z,"8km W of Progreso, B.C., MX",earthquake,0.53,0.7,0.186,165,reviewed,ci,ci
2010-05-08T01:31:32.780Z,32.7041667,-115.874,6.32,3.4,ml,60,43,0.04798,0.19,ci,ci10656389,2016-03-10T06:19:47.014Z,"12km ESE of Ocotillo, CA",earthquake,0.22,0.51,0.141,172,reviewed,ci,ci
2010-05-07T12:44:57.000Z,35.528,-97.299,5.2,3.4,mblg,30,44.1,,,us,usp000hcet,2020-03-19T18:03:52.223Z,"4 km NW of Choctaw, Oklahoma",earthquake,,,,,reviewed,tul,us
2010-05-07T01:20:26.100Z,32.6905,-115.9011667,4.058,3.65,ml,43,47,0.02339,0.22,ci,ci14697252,2016-03-10T04:43:01.029Z,"10km ESE of Ocotillo, CA",earthquake,0.32,0.4,0.166,188,reviewed,ci,ci
2010-05-06T23:45:00.820Z,32.7055,-115.8726667,4.038,3.13,ml,42,43,0.01954,0.21,ci,ci14697108,2016-03-10T20:04:47.061Z,"12km ESE of Ocotillo, CA",earthquake,0.29,0.35,0.163,121,reviewed,ci,ci
2010-05-06T14:04:54.490Z,34.187,-85.948,5,3.2,mblg,8,107.8,,1.17,us,usp000hcdk,2014-11-07T01:41:27.384Z,"11 km ENE of Whitesboro, Alabama",earthquake,,,,,reviewed,us,us
2010-05-06T09:01:41.100Z,32.7091667,-115.8763333,2.918,4.23,ml,45,40,0.01991,0.23,ci,ci14695916,2020-05-02T02:29:20.825Z,"11km ESE of Ocotillo, CA",earthquake,0.3,0.52,0.148,205,reviewed,ci,ci
2010-05-06T04:17:24.740Z,32.706,-115.8681667,4.728,3,ml,43,44,0.01656,0.2,ci,ci14695660,2016-03-10T15:07:21.248Z,"12km ESE of Ocotillo, CA",earthquake,0.26,0.3,0.148,73,reviewed,ci,ci
2010-05-05T18:25:56.090Z,32.6803333,-115.9341667,8.168,3.31,ml,50,77,0.01195,0.2,ci,ci14695068,2016-03-10T03:13:08.492Z,"8km SE of Ocotillo, CA",earthquake,0.29,0.46,0.208,147,reviewed,ci,ci
2010-05-05T08:55:40.550Z,32.7213333,-115.888,2.058,3.8,ml,64,31,0.02738,0.23,ci,ci14694388,2016-03-10T23:25:25.102Z,"10km E of Ocotillo, CA",earthquake,0.24,0.46,0.167,198,reviewed,ci,ci
2010-05-05T06:58:35.640Z,32.7153333,-115.887,2.958,3.93,ml,62,34,0.02665,0.22,ci,ci14694236,2016-03-10T23:25:23.285Z,"10km ESE of Ocotillo, CA",earthquake,0.22,0.38,0.122,203,reviewed,ci,ci
2010-05-04T18:24:32.610Z,32.7065,-115.7891667,6.487,3.17,ml,44,52,0.0415,0.23,ci,ci14693268,2016-03-10T01:43:02.950Z,"19km E of Ocotillo, CA",earthquake,0.31,0.81,0.198,130,reviewed,ci,ci
2010-05-03T02:29:09.150Z,32.5836667,-115.7641667,5.183,3.01,ml,38,157,0.0644,0.25,ci,ci14690820,2016-03-10T07:43:34.369Z,"17km W of Progreso, B.C., MX",earthquake,0.67,0.37,0.156,117,reviewed,ci,ci
2010-05-02T15:00:00.710Z,38.0306667,-111.0973333,12.74,3.64,ml,18,132,0.2285,0.15,uu,uu50408145,2019-06-28T18:48:42.390Z,"31 km ENE of Boulder Town, Utah",earthquake,0.49,1.42,,13,reviewed,uu,uu
2010-05-01T22:31:29.730Z,32.688,-115.797,5.475,3,ml,37,71,0.03188,0.22,ci,ci14689004,2016-03-10T23:24:24.813Z,"19km ESE of Ocotillo, CA",earthquake,0.4,0.35,0.152,118,reviewed,ci,ci
2010-05-01T08:43:06.760Z,32.7165,-115.8905,3.948,3.46,ml,40,32,0.02946,0.22,ci,ci14688260,2016-03-10T00:13:10.932Z,"10km ESE of Ocotillo, CA",earthquake,0.33,0.43,0.116,172,reviewed,ci,ci
2010-04-30T18:34:57.000Z,44.79,-111.54,11.4,3.3,ml,32,56.4,,,us,usp000hc4n,2014-11-07T01:41:21.953Z,"27 km W of Hebgen Lake Estates, Montana",earthquake,,,,,reviewed,but,but
2010-04-30T18:34:21.000Z,44.79,-111.54,12.6,3.3,ml,36,56.4,,,us,usp000hc4m,2014-11-07T01:41:21.948Z,"27 km W of Hebgen Lake Estates, Montana",earthquake,,,,,reviewed,but,but
2010-04-30T15:15:37.680Z,32.5815,-115.654,12.285,3.19,ml,37,135,0.09114,0.17,ci,ci14687260,2016-03-10T04:40:54.281Z,"7km W of Progreso, B.C., MX",earthquake,0.51,0.66,0.184,127,reviewed,ci,ci
2010-04-29T21:53:52.900Z,32.6315,-115.7343333,3.363,3.24,ml,45,159,0.019,0.22,ci,ci14686340,2016-03-10T20:02:15.938Z,"15km WNW of Progreso, B.C., MX",earthquake,0.37,0.55,0.214,131,reviewed,ci,ci
2010-04-29T20:25:17.420Z,32.6383333,-115.7236667,9.245,3.48,ml,34,183,0.0112,0.14,ci,ci14686172,2016-03-10T03:11:13.913Z,"15km WNW of Progreso, B.C., MX",earthquake,0.47,0.29,0.212,134,reviewed,ci,ci
2010-04-29T19:37:00.150Z,32.61,-115.7648333,7.685,3.16,ml,40,164,0.03818,0.18,ci,ci14686124,2016-03-10T06:17:12.025Z,"17km W of Progreso, B.C., MX",earthquake,0.42,0.39,0.183,115,reviewed,ci,ci
2010-04-29T17:51:50.430Z,32.5816667,-115.75,6.875,3.35,ml,10,270,0.0672,0.15,ci,ci32829759,2016-03-10T21:51:31.586Z,"16km W of Progreso, B.C., MX",earthquake,1.03,0.94,0.088,7,reviewed,ci,ci
2010-04-29T17:51:15.810Z,32.6125,-115.7673333,6.085,4.03,mw,46,164,0.03587,0.17,ci,ci14686028,2020-05-02T02:28:40.016Z,"18km WNW of Progreso, B.C., MX",earthquake,0.38,0.43,,5,reviewed,ci,ci
2010-04-28T17:40:02.170Z,38.0253333,-111.1031667,12.95,3.22,ml,23,124,0.2986,0.18,uu,uu50407980,2018-08-29T01:01:28.120Z,"30 km ENE of Boulder Town, Utah",earthquake,0.49,0.8,,12,reviewed,uu,uu
2010-04-28T02:56:57.420Z,32.6993333,-115.8366667,3.9,3.09,ml,52,46,0.02517,0.18,ci,ci14683996,2016-03-10T06:17:02.654Z,"15km ESE of Ocotillo, CA",earthquake,0.23,0.39,0.155,109,reviewed,ci,ci
2010-04-28T01:01:16.490Z,32.6845,-115.8408333,2.96,3.39,ml,55,63,0.03505,0.18,ci,ci14683836,2016-03-10T15:04:38.122Z,"15km ESE of Ocotillo, CA",earthquake,0.22,0.3,0.142,163,reviewed,ci,ci
2010-04-27T18:43:01.920Z,32.6685,-115.792,5.185,3.58,ml,43,111,0.02205,0.19,ci,ci14683268,2016-03-10T06:16:49.071Z,"20km ESE of Ocotillo, CA",earthquake,0.37,0.84,0.19,174,reviewed,ci,ci
2010-04-27T17:12:50.030Z,32.7383333,-115.8256667,4.492,3.3,ml,67,30,0.03191,0.22,ci,ci14683068,2016-03-10T06:16:43.608Z,"16km E of Ocotillo, CA",earthquake,0.19,0.39,0.19,140,reviewed,ci,ci
2010-04-27T13:34:12.910Z,32.6813333,-115.914,4.358,3.22,ml,48,54,0.0161,0.16,ci,ci14682700,2016-03-10T18:17:06.757Z,"10km SE of Ocotillo, CA",earthquake,0.24,0.46,0.225,150,reviewed,ci,ci
2010-04-27T13:29:11.780Z,32.6936667,-115.843,6.338,3.1,ml,44,54,0.02725,0.19,ci,ci14682676,2016-03-10T00:11:57.822Z,"15km ESE of Ocotillo, CA",earthquake,0.28,0.49,0.172,128,reviewed,ci,ci
2010-04-27T13:06:36.870Z,32.6941667,-115.841,7.04,3.07,ml,57,52,0.02751,0.21,ci,ci14682564,2016-03-10T12:06:58.792Z,"15km ESE of Ocotillo, CA",earthquake,0.23,0.46,0.159,121,reviewed,ci,ci
2010-04-27T10:57:19.000Z,32.7043333,-115.8381667,4.71,3.21,ml,20,44,0.02064,0.15,ci,ci35989759,2016-03-10T04:39:59.159Z,"15km ESE of Ocotillo, CA",earthquake,0.32,0.49,0.173,3,reviewed,ci,ci
2010-04-27T10:55:35.720Z,32.6921667,-115.8465,3.278,4.58,mw,43,56,0.02767,0.23,ci,ci14682004,2020-05-02T02:28:21.546Z,"14km ESE of Ocotillo, CA",earthquake,0.3,0.46,,6,reviewed,ci,ci
2010-04-25T02:00:39.260Z,41.78,-81.08,5,3,mblg,22,86.1,,,us,usp000hbve,2015-03-24T01:42:39.765Z,"2 km WNW of Madison, Ohio",earthquake,,,,,reviewed,ogso,ott
2010-04-24T06:07:49.000Z,32.6421667,-115.7341667,3.885,3.17,ml,39,156,0.009705,0.16,ci,ci10632853,2016-03-10T04:38:36.357Z,"16km WNW of Progreso, B.C., MX",earthquake,0.3,0.33,0.158,132,reviewed,ci,ci
2010-04-23T20:18:34.030Z,32.5886667,-115.7101667,3.193,3.14,ml,35,161,0.06202,0.15,ci,ci10631885,2016-03-10T00:10:35.366Z,"12km W of Progreso, B.C., MX",earthquake,0.53,0.97,0.147,123,reviewed,ci,ci
2010-04-22T23:28:26.020Z,32.6541667,-115.7626667,3.255,3.8,ml,36,69,0.005923,0.16,ci,ci10630013,2016-03-10T18:14:35.683Z,"19km WNW of Progreso, B.C., MX",earthquake,0.37,0.37,0.129,186,reviewed,ci,ci
2010-04-22T17:52:27.380Z,32.6615,-115.7978333,7.965,3.33,ml,46,132,0.02475,0.18,ci,ci10629541,2016-03-10T10:36:55.620Z,"20km ESE of Ocotillo, CA",earthquake,0.34,0.33,0.218,139,reviewed,ci,ci
2010-04-22T17:12:13.050Z,32.6595,-115.8075,5.315,4.63,ml,40,125,0.0165,0.21,ci,ci10629477,2022-04-15T22:28:28.859Z,"19km ESE of Ocotillo, CA",earthquake,0.41,0.34,0.133,408,reviewed,ci,ci
2010-04-22T14:22:03.390Z,32.6703333,-115.8073333,4.945,4.21,mw,37,100,0.02354,0.21,ci,ci10629213,2020-05-02T02:27:43.579Z,"19km ESE of Ocotillo, CA",earthquake,0.4,0.3,,6,reviewed,ci,ci
2010-04-21T22:45:19.550Z,32.6523333,-115.7446667,3.077,3.39,ml,30,133,0.01553,0.14,ci,ci10628293,2016-03-10T09:06:57.442Z,"17km WNW of Progreso, B.C., MX",earthquake,0.51,0.35,0.183,150,reviewed,ci,ci
2010-04-20T19:07:35.860Z,32.5493333,-115.64,10.323,3.03,ml,30,142,0.1235,0.13,ci,ci10626661,2016-03-10T03:06:47.992Z,"6km WSW of Progreso, B.C., MX",earthquake,0.52,1.06,0.149,88,reviewed,ci,ci
2010-04-20T15:00:28.810Z,32.6443333,-115.7188333,9.715,3.64,ml,38,126,0.008085,0.17,ci,ci10626357,2016-03-10T12:03:25.426Z,"14km WNW of Progreso, B.C., MX",earthquake,0.35,0.34,0.198,102,reviewed,ci,ci
2010-04-20T09:28:20.040Z,35.7251667,-84.001,2.24,3.3,mlg,28,41,,0.16,se,se608191,2016-04-08T15:56:19.250Z,"4 km SW of Maryville, Tennessee",earthquake,0.4,1.2,0.272,5,reviewed,se,se
2010-04-20T06:30:30.980Z,32.7258333,-115.8995,1.698,3.03,ml,59,28,0.03761,0.16,ci,ci10625565,2016-03-10T06:13:36.557Z,"9km E of Ocotillo, CA",earthquake,0.2,0.45,0.174,121,reviewed,ci,ci
2010-04-19T18:48:44.750Z,32.653,-115.717,8.675,3.04,ml,36,122,0.008718,0.16,ci,ci10624125,2016-03-10T00:08:35.294Z,"15km WNW of Progreso, B.C., MX",earthquake,0.4,0.3,0.189,92,reviewed,ci,ci
2010-04-19T10:30:39.490Z,32.6421667,-115.7455,3.997,3,ml,49,154,0.01551,0.24,ci,ci10623045,2016-03-10T10:35:15.489Z,"17km WNW of Progreso, B.C., MX",earthquake,0.29,0.28,0.159,111,reviewed,ci,ci
2010-04-19T04:26:08.310Z,32.6953333,-115.8426667,9.05,4.21,ml,53,52,0.02585,0.18,ci,ci10622405,2020-05-02T02:27:07.286Z,"15km ESE of Ocotillo, CA",earthquake,0.27,0.4,0.161,199,reviewed,ci,ci
2010-04-18T10:30:52.120Z,32.686,-115.8421667,5.028,3.45,ml,52,99,0.03464,0.18,ci,ci10620421,2016-03-10T10:34:21.878Z,"15km ESE of Ocotillo, CA",earthquake,0.27,0.7,0.147,171,reviewed,ci,ci
